participant_id,age,gender,occupation,daily_usage_hours,night_usage_hours,app_switch_frequency,notification_check_frequency,short_video_consumption_rate,average_session_duration,dopamine_trigger_score,emotional_dependency_score,social_validation_dependency,impulsive_usage_score,emotional_instability_score,cognitive_fatigue_score,loneliness_indicator_score,anxiety_level,attention_fragmentation_index,concentration_score,multitasking_dependency,content_switching_rate,attention_span_estimate,sleep_hours,sleep_disruption_score,fatigue_after_usage,morning_tiredness_score,preferred_content_type,negativity_exposure_score,overstimulation_index,rage_content_exposure,emotional_trigger_sensitivity,behavioral_text,sentiment_score,toxicity_score,emotional_tone,addiction_risk_level,behavioral_risk_score,algorithmic_influence_score,digital_behavioral_risk_index
P0652,16,Male,College Student,2.3,0.8,48,40,3.9,10.2,1.4,1.7,8.1,2.9,9.1,6.1,8.9,4.7,2.3,7.8,7.4,7.6,6.9,7.8,1.8,8,6.3,Reels,5.3,2.7,5.4,4.4,I rarely spend too much time online.,-0.66,0.56,Calm,Low,19.8,2.5,31
P0653,16,Male,Student,7.9,6.1,11,128,8.4,113.7,5.6,6.9,5.9,9.1,2.2,5.1,1.2,5.6,7,3.1,6.3,5.4,3.6,5,5.9,2,3.7,News,6.2,6.4,7.5,4.4,I sometimes get distracted while studying.,0.3,0.41,Excited,Moderate,63.6,7.2,63.8
P0654,17,Male,College Student,5.5,1.4,33,46,5.7,98,4.4,6,8.8,7.4,1.6,2.4,7.9,8.4,5.9,4.1,4.7,10,3.7,6.2,6,1.9,6.3,Gaming,2.7,5.2,1.6,7.9,I occasionally lose track of time online.,-0.83,0.14,Excited,Moderate,55,5.4,57.4
P0655,21,Other,Student,1.2,0.6,38,91,7.9,107.7,1.4,2.4,8.2,1.8,2.7,9.6,1.2,3.2,2.7,7.5,1.3,7.5,7.4,8.4,1.8,6.3,10,Lifestyle,5.1,3,5.5,4.3,I mainly use YouTube for learning.,-0.77,0.39,Calm,Low,22.6,3.3,36.1
P0656,16,Other,Employee,8.2,7.7,52,11,5.4,113,8.9,10.5,2,3.5,5.1,4.9,5.5,2.6,8.8,1.2,8.4,1,0.3,4.9,7.9,6,9,News,1.7,9.1,3.5,9.8,I feel anxious without checking my notifications.,-0.7,0.47,Restless,High,90.4,7.8,79.1
P0657,18,Other,Employee,4.6,2.8,15,34,9.6,97.7,6.8,8.2,5.4,4.4,8.9,4.6,9.4,1.8,6.6,4.1,1.4,9.9,3.6,6.7,4.6,5.2,6,Gaming,6.5,7.4,3.3,5.9,I occasionally lose track of time online.,0.06,0.73,Excited,Moderate,67.2,6.9,60
P0658,29,Female,Creator,1,0.9,9,124,1.9,29.9,2.3,3.1,5,9,4.4,7.2,7.9,5.8,2,7,9.2,7.6,7.8,8.5,2.3,1.3,6.5,Lifestyle,4.1,2.5,7.6,9.6,I mainly use YouTube for learning.,0.71,0.92,Calm,Low,24.4,1.8,37.8
P0659,22,Other,Employee,3.8,1.8,23,61,7.6,97.6,2.4,3.6,5.5,7.3,6.3,2.4,7.6,10,1,8.2,6.1,1.2,8.5,7.1,2.8,7.8,8.9,Educational,4.6,2,5,2.9,I mainly use YouTube for learning.,0.13,0.65,Neutral,Low,23.6,3.7,36.3
P0660,17,Other,Freelancer,6.9,1,16,139,9.1,103.2,5.4,5.6,5.2,6.4,1.7,9.6,4.1,3.8,4.7,4.9,2,8.7,4.6,5.5,4.7,9.9,2.4,Educational,8.1,5.5,8.6,8.2,I spend a moderate amount of time on social media.,-0.34,0.35,Excited,Moderate,51.8,6.5,58.9
P0661,29,Male,Creator,8.8,6.6,32,14,8.8,90,9.2,10.3,6,5.7,1,2.5,9.5,4.1,9.1,1.7,3.4,7.8,0,4.6,9.1,5.4,10,Memes,9.3,9.7,8.5,7.1,I feel mentally tired after social media usage.,0.5,0.01,Restless,High,94.8,9,81
P0662,31,Female,Creator,3,1.3,58,73,6.6,64.7,2.8,4.6,5.4,8.3,9.3,4.7,7.9,6,2.2,8.2,6.1,2.8,8,7.5,2.1,3.2,4.4,Reels,5.7,3,9,6.7,I use social media casually.,0.92,0.11,Calm,Low,29.4,3.6,38.1
P0663,25,Other,Creator,10.4,8.1,60,47,5.9,17.4,9.5,10,1.8,4.2,2,4.8,9.1,1.6,8.5,2.5,6.9,5.1,1.8,3.8,8.9,2.7,3,Shorts,1.4,9.3,2.1,6.2,I feel mentally tired after social media usage.,-0.99,0.61,Anxious,High,92.4,8.6,78.9
P0664,27,Male,Student,8.4,4.1,7,63,6,45.5,9.6,11,1.9,5,3.1,5.1,6.2,3.3,7,2.2,3,6.6,3.7,4.8,9.5,2.9,7.8,Memes,6.5,8.9,1.2,9.1,I spend hours watching shorts without realizing time.,-0.55,0.8,Anxious,High,92,7.8,81.6
P0665,27,Female,College Student,7.6,2.6,6,49,8.8,78.8,6.7,6.7,3.4,1.9,6.9,4.7,2,3.4,6.9,3.8,7.3,8,2.6,5.2,7,6.9,8.5,Shorts,2.7,6.9,4.8,8.1,I occasionally lose track of time online.,-0.91,0.81,Neutral,Moderate,68.4,7.5,63.5
P0666,18,Other,Student,9.2,2.7,32,55,6.6,93.1,8.1,9.5,8.9,7,8.2,6.9,3.4,4.7,7.9,2.5,4.2,3.1,2.5,4.4,9.1,5.8,2.7,Reels,4.6,8.9,6.5,7.8,I cannot stop scrolling reels late at night.,0.42,0.9,Anxious,High,87,7.9,82.7
P0667,17,Female,Employee,6.8,1.4,31,113,2.7,27.7,6.7,7.5,5.8,7.3,5.1,7.9,2.1,6.8,5.9,4.6,1.4,3.9,4.1,5.6,5.6,6,4,News,3.5,7.2,2,2.8,I occasionally lose track of time online.,0.49,0.48,Excited,Moderate,65.8,5.5,71.4
P0668,18,Female,Student,9.3,1.3,15,10,6.9,82.6,9.1,10.6,8.1,8.2,5,1.7,9.1,2.7,9.2,0.2,3.4,9.9,-0.1,4.3,9.5,3.7,9.9,Gaming,3,10.1,1.8,2.1,I feel mentally tired after social media usage.,-0.39,0.47,Restless,High,97,8.6,79.4
P0669,21,Other,Employee,8.8,5.9,29,83,2.4,72.4,8.8,9.5,6,1.6,3.1,2.7,8.7,6.3,10,0.8,6.1,4.9,0.7,4.6,8,6.7,10,Lifestyle,7.5,9.7,5.1,7.9,I constantly switch between apps during study time.,1,0.43,Restless,High,92,7.5,82.5
P0670,18,Female,Employee,6.4,3.5,31,54,8,51.4,4,5.4,6.5,6,4.3,7.4,8,8.4,4.7,5.1,7,9.2,4.9,5.8,4.7,2.7,2,Lifestyle,3.6,4.7,8.5,9.7,I occasionally lose track of time online.,-0.99,0.63,Neutral,Moderate,47,5.8,58.9
P0671,33,Female,Creator,6.8,2.4,38,49,4.3,12.9,7,7.1,1.6,6.5,2.9,4.5,9.1,5,4.4,4.8,1.4,3.2,6.5,5.6,5.8,1.5,7.5,Shorts,7,6.4,7.6,7.2,I sometimes get distracted while studying.,0.4,0.69,Excited,Moderate,61.4,5.6,60.3
P0672,22,Other,Employee,8.7,1.2,55,77,9.8,92.3,8.6,10.4,4.8,1.5,3.1,2.3,5.1,2.5,9.6,0.1,6.3,5.3,0.3,4.7,8.7,1.8,4.7,Educational,4.2,9.8,4.7,4.3,I feel mentally tired after social media usage.,0.81,0.2,Anxious,High,94.2,9.2,77.8
P0673,29,Female,Student,11.5,0.6,26,138,8.4,88.1,9.8,10.5,8.6,2.7,6.7,1.3,4.8,5.2,8,1.1,7,1.3,3,3.2,9.2,9.9,6.6,Reels,3.4,9.7,6,3.6,I cannot stop scrolling reels late at night.,0.15,0.88,Restless,High,94.4,9.4,80.6
P0674,35,Other,College Student,5.4,1.9,20,32,2.6,51.2,4.7,6.3,1.9,6.2,9.9,2.9,4.6,1.2,6.5,3.5,3.6,9.4,3.3,6.3,5.7,2.9,4.8,Memes,2,6,5.5,2.1,I occasionally lose track of time online.,-0.02,0.99,Neutral,Moderate,58.4,4.8,50
P0675,19,Male,Freelancer,6.3,0.9,32,108,5.2,10.5,6.5,7.3,2.1,2.8,6.1,8.2,8.2,4.1,4.5,5.2,1.1,5.1,5.1,5.8,5.9,8.9,1.5,Lifestyle,2.9,6,4.2,2,I occasionally lose track of time online.,0.04,0.73,Neutral,Moderate,60.4,5.6,63.8
P0676,23,Female,College Student,8.4,1.4,21,122,8.5,5.1,8.9,9.2,8,9.3,3.6,5.8,9.2,1.1,7.2,2.8,4,4.5,2,4.8,8.3,6.3,8.9,Reels,5,8.2,5.9,9.1,I cannot stop scrolling reels late at night.,-0.26,0.98,Stressed,High,83.6,8.2,73
P0677,27,Male,College Student,10,9,49,113,2.5,65.9,9.2,10.1,5.4,5.8,2.1,5.6,2.6,8.8,7.8,2.9,5.3,2.6,2.7,4,9.7,2.3,5.2,Lifestyle,5.3,9.5,7.2,1,I spend hours watching shorts without realizing time.,0.3,0.88,Anxious,High,92.6,7.4,91.1
P0678,25,Other,Employee,7.2,3.6,35,61,3.9,24.1,5.8,6.9,3.7,4.8,6.3,1.1,2.2,5.6,4.2,6.3,6.7,1.4,6.5,5.4,5.3,1.9,9.6,Shorts,4.7,5.2,5,7.9,I use social media for entertainment daily.,0.71,0.36,Neutral,Moderate,54.8,5.3,51.2
P0679,34,Other,College Student,2.2,1.1,5,40,4.8,53.1,2.7,3.3,9.9,5.1,9.3,1.2,3.7,8.3,3,6.2,8.2,5.1,7.3,7.9,1.3,3.1,2.8,Memes,4,3.7,2.5,9.8,I mainly use YouTube for learning.,0.54,0.42,Calm,Low,28,3.2,35.2
P0680,25,Male,Creator,9.8,3.8,30,120,1.5,107.5,9.3,10.9,7.9,9.6,1.3,8.4,6.9,8.1,7.2,2.4,5.9,7.9,2.1,4.1,8.3,4.9,4.9,Educational,6.8,8.3,4.7,6.5,I feel anxious without checking my notifications.,-0.59,0.67,Stressed,High,88,7,90.8
P0681,31,Female,Creator,7.9,0.5,33,11,6.2,22.9,4.9,6,1.1,9.8,7,4.8,6.9,9.6,4.1,5.3,4.9,4.7,5.6,5,4.2,2.3,5.4,Memes,7.7,4.6,8.6,4.6,I spend a moderate amount of time on social media.,0.61,0.99,Neutral,Moderate,47.6,5.8,57.3
P0682,18,Other,Creator,6.2,5.5,45,68,3,72.8,6.7,7.9,4.2,6.2,9.9,1.8,1.4,7.3,6.9,2.7,8,4.9,2.6,5.9,6.7,9.5,5.4,News,3,7.1,4.6,8.1,I use social media for entertainment daily.,0.46,0.73,Excited,Moderate,70.6,5.7,66.6
P0683,19,Female,Freelancer,6,4.2,36,53,3.2,79.8,5.5,7.4,5.5,4.4,6.3,2.7,6.8,1.4,5.6,5.2,9.9,8.8,5.2,6,6.2,2.7,1.9,Shorts,6.1,6.5,3.5,6.2,I use social media for entertainment daily.,0.69,0.19,Excited,Moderate,62.4,5.1,53
P0684,35,Female,Creator,5,1.8,15,21,5.9,41.6,4.3,5.9,7,7,8.8,4.4,8.9,7.8,4.6,4.7,3.6,6.8,6.1,6.5,4.4,9,5.4,Lifestyle,8.1,4.7,7.4,9.8,I use social media for entertainment daily.,-0.21,0.66,Excited,Moderate,47.8,4.9,54.1
P0685,32,Other,College Student,2.4,2,33,79,4.6,35.8,1.8,3.5,7.5,3.2,9.3,4.4,4.2,8.3,2.1,8.7,4,6.1,7.8,7.8,2.9,4.6,5.7,Reels,1.6,2.4,6.5,9.5,I mainly use YouTube for learning.,0.58,0.5,Calm,Low,25.4,2.7,38.1
P0686,16,Other,Employee,5.5,2.9,45,49,9.4,29.2,4.5,5,7,1.9,6.9,1.7,5.3,6.3,6,3.3,1.6,3.2,3.7,6.2,4.8,5.1,8.1,Shorts,3.8,5.3,9,2,I occasionally lose track of time online.,-0.1,0.26,Neutral,Moderate,51.2,6.3,50.4
P0687,20,Other,Freelancer,1.8,0.3,43,79,4.5,12.1,1.9,2.7,3.4,3.6,8.9,5.9,2,5.7,2.6,7.9,1.2,3,7,8.1,1.2,6,3.9,Shorts,2.6,3.2,1.8,3.6,I rarely spend too much time online.,0.28,0.34,Calm,Low,23.2,2.7,34.8
P0688,35,Female,Student,6.7,2.9,5,149,4.2,90.6,4.4,6,2.2,9.1,8.3,8.5,6,4.2,6.2,3,7.4,2.7,4.4,5.7,4.8,2.9,5.7,News,5.4,5.8,5.2,7.8,I spend a moderate amount of time on social media.,0,0.42,Neutral,Moderate,54.4,5.4,59.9
P0689,20,Other,Freelancer,1.4,1,29,80,4,66.9,2,3,8.2,3.3,9.3,1.3,6.4,1.6,2,7.8,2.3,9.4,7.5,8.3,1.8,5.5,4.8,Educational,6,2.6,6.1,5.3,I mainly use YouTube for learning.,-0.72,0.97,Calm,Low,22.8,2.4,21.5
P0690,26,Male,Freelancer,7.2,2.6,49,146,6,116,6.8,8.7,4.3,1.6,3.3,9.7,6.5,2.3,6.4,4.6,9.8,8.4,4.1,5.4,5.2,2.5,3.7,Memes,4.7,6.9,8.9,8.1,I spend a moderate amount of time on social media.,0.09,0.7,Excited,Moderate,68,6.6,69
P0691,19,Female,Freelancer,2.3,0.7,44,109,1.4,61.6,2.7,4,8.8,7.9,8.8,2.9,7.2,3.8,2.8,6.3,3.2,4.6,7.6,7.8,2.9,8,3.8,Shorts,6.7,3.4,5.6,4.2,I mainly use YouTube for learning.,0.7,0.31,Calm,Low,31.6,2.3,33.8
P0692,25,Other,Student,10.6,10.2,18,104,9,55.4,8.1,8.8,4.3,1.4,9.1,1.3,8.8,7.4,9,1.3,9.9,9.8,0.5,3.7,8,8.3,7.3,Gaming,3.9,9,2.4,8.1,I spend hours watching shorts without realizing time.,0.56,0.91,Anxious,High,85.8,9.2,77.4
P0693,28,Male,College Student,3.6,3.1,37,95,2.9,89.4,2.2,3.4,8.1,8.4,6.8,6.7,8,7.6,1.9,9.1,7.3,6.1,8.9,7.2,2.7,6.2,3.9,Shorts,7.7,2.1,8.4,4.4,I can control my screen usage effectively.,0.96,0.42,Calm,Low,24.6,2.6,39.9
P0694,26,Other,Creator,3.8,0,7,47,6.6,63.1,2.2,2.4,5.3,2.6,4.2,2.8,7.2,9.8,2.5,7.2,2.1,3.4,7.3,7.1,1.3,5,4.7,Memes,3.3,3.2,1.2,7.6,I mainly use YouTube for learning.,0.66,0.91,Calm,Low,23.2,3.8,36.3
P0695,22,Female,Creator,6.6,0,7,106,9.3,52.9,6.1,7,7.2,2.3,1.9,6.8,2.2,8.9,4.4,5.5,1.2,8,6,5.7,4.2,1.8,6.5,Lifestyle,2.7,5.7,6.2,5.5,I occasionally lose track of time online.,0.42,0.14,Excited,Moderate,54.8,6.6,64.6
P0696,34,Male,College Student,2.7,2.3,12,81,2.4,96.2,1.8,3.4,5.6,1.5,4.3,2.9,4.6,9.9,1.6,8.4,6.7,9.9,8.1,7.7,1.4,2.6,9.4,Lifestyle,5.4,2,5.7,2,I rarely spend too much time online.,0.28,0.63,Neutral,Low,20.4,2.1,34.5
P0697,29,Other,College Student,8.7,5.8,40,60,7.6,36.2,8.6,10.4,9.2,4.7,4.6,6.4,5.1,6.3,8.4,1.8,2.8,6.2,1.1,4.7,9,7.9,6.8,Lifestyle,5.5,9.4,7.5,7.2,I feel mentally tired after social media usage.,0.2,0.17,Restless,High,91.6,8.3,87.7
P0698,32,Male,Creator,9.8,2.8,39,62,7.4,21.3,9.6,10.6,1.5,7.1,4.4,4.8,3.8,4.3,8.6,1.7,6.7,5.2,0.7,4.1,9.7,5.6,3.7,Memes,1.2,9.5,3.7,2.3,I feel mentally tired after social media usage.,-0.36,0.7,Stressed,High,96,8.9,85.6
P0699,32,Male,College Student,11.5,6.3,10,134,3.6,77.6,8.4,9.1,6.6,3.2,2.7,7,5.4,8.2,9,1,9.3,5.9,0.5,3.2,10,8.6,5.2,News,4.2,9.2,6.2,4.1,I spend hours watching shorts without realizing time.,0.6,0.18,Restless,High,91.4,8.1,91.4
P0700,27,Other,Student,1.1,0.3,46,114,1.6,36.5,1.6,3.2,5.8,2,1.2,2.8,5.5,9.2,2,8.9,8.4,9.8,7.6,8.4,1.8,3.6,7.2,Lifestyle,7.9,2.3,8.5,7.3,I mainly use YouTube for learning.,-0.85,0.61,Calm,Low,21.8,1.6,34.4
P0701,35,Female,College Student,10,9.4,5,89,1.3,116.4,8.1,9.8,4.1,3.7,8.4,2.3,6.4,9.1,7.3,2.9,4.3,7.1,2.6,4,9.7,4.9,2.1,Lifestyle,9.2,8.2,5.4,2.3,I constantly switch between apps during study time.,-0.09,0.02,Anxious,High,86.2,6.7,81.7
P0702,26,Female,Employee,1.9,1.4,14,98,3.1,12.8,1.6,2.6,1.4,1.1,3.7,9.2,3.6,8.4,1.3,9.2,7.9,8,9.4,8.1,2.4,5.2,2.4,Shorts,4.3,1.5,2.5,4.7,I mainly use YouTube for learning.,0.26,0.38,Calm,Low,18.8,2,40.5
P0703,18,Other,Employee,6.1,3.1,28,14,7,11.5,5.3,5.6,7.8,9.6,7,9.1,3.8,3.8,6,3.5,1.9,6.1,4.4,6,6.3,4.6,3.7,Memes,9.2,6.6,9.9,8.9,I occasionally lose track of time online.,-0.08,0.46,Excited,Moderate,59.6,6.1,64.1
P0704,29,Female,Student,3.7,2.4,51,20,2.5,85.5,2.2,3.1,4.9,4.3,3.7,9.5,4.6,5.7,1,9,6.5,9.2,8,7.2,2.6,9.6,8.5,Shorts,8.9,2.3,2.9,7.4,I mainly use YouTube for learning.,0.09,0.65,Calm,Low,22.4,2.4,39.6
P0705,26,Other,Student,6.5,4.3,28,130,8.6,69.6,6.6,6.9,7.2,10,5.5,6.1,1.4,9.1,4.5,6.4,7.6,4.8,6.4,5.8,4,7.1,3.7,Lifestyle,7.1,5.9,3.7,6.3,I sometimes get distracted while studying.,-0.15,0.11,Excited,Moderate,55.8,6.5,64.7
P0706,33,Other,Creator,1,0.5,9,65,8.9,71.7,1.6,1.6,5.6,8.6,2.3,8.1,2.7,6.6,1.3,9.7,9.9,9.5,8.4,8.5,1.7,7,3.9,Gaming,7.3,2.4,5.3,7.4,I rarely spend too much time online.,-0.95,0.67,Neutral,Low,17.2,3.2,35
P0707,23,Female,Freelancer,1.6,0.9,54,122,5.9,64,2.3,3.4,6,9.4,2.4,5,7.8,6.7,1.7,8.4,5,6.7,9.2,8.2,1.2,3.8,5.7,Shorts,4.8,2.9,4.1,9.5,I mainly use YouTube for learning.,0.75,0.83,Neutral,Low,23,2.9,34.8
P0708,35,Other,Student,2.5,0.9,13,66,2.3,25.2,2.6,4.4,2.7,7.8,3.5,7.6,8.6,6.2,1.8,9.1,7.9,1.3,7.8,7.8,3,3.6,6.4,Shorts,1.7,2.5,7.9,7.7,I use social media casually.,0.51,0.85,Neutral,Low,28.6,2.3,42.1
P0709,25,Other,Freelancer,6.9,3.7,56,133,3.9,105.7,6.7,7.7,8.4,3.5,6.3,2.3,2.6,1.3,4.4,5.5,2,5.6,5.7,5.5,6.3,4.2,6.9,Gaming,6.9,6.4,9.8,2.2,I occasionally lose track of time online.,-0.32,0.54,Neutral,Moderate,63,5.5,52.6
P0710,25,Other,Student,9.7,0.3,45,135,8.1,114.9,9,10.1,4.6,3,1.2,1.6,1.9,6.6,7.5,2.9,7.1,9.7,2.5,4.2,8.6,7.3,2.9,Memes,7.7,9,4.7,3,I constantly switch between apps during study time.,-0.65,0.04,Stressed,High,88.4,8.6,78.6
P0711,23,Female,Creator,10.2,6.1,48,38,8.8,7.9,8.7,10.1,4.4,9.3,7.8,1.4,8.8,8.6,8.3,1,5.6,6.5,0.9,3.9,7.6,8.8,1.9,Reels,8.5,8.5,2,3.7,I spend hours watching shorts without realizing time.,-0.42,0.27,Restless,High,86.4,9,79.8
P0712,22,Other,Creator,9.5,8.8,29,97,1.3,87.1,9.1,11,9.4,9.6,9.1,4.3,6.3,3.6,7.7,2.8,4.7,3.9,1.5,4.2,9.4,2.5,7.2,Reels,3.2,9.4,3.8,7.8,I cannot stop scrolling reels late at night.,0.24,0.75,Restless,High,93.2,6.9,81.8
P0713,26,Female,Student,11.4,1.1,36,128,2.5,41.5,9.1,11,9.6,9.3,6.1,9.5,1.4,1,7.2,3.2,8.9,10,1.8,3.3,8.7,3,8.3,Lifestyle,1.9,8.2,3.6,6.5,I cannot stop scrolling reels late at night.,0.12,0.94,Anxious,High,88.4,7.5,82.1
P0714,17,Female,Student,2,1.1,47,115,7.7,57.3,2.9,4.3,7.3,7.5,4.8,5.4,4.3,9.8,2,8,4.8,5.5,7.5,8,1.3,5.6,5,Educational,5.4,2.8,2.4,3.6,I use social media casually.,-0.2,0.63,Calm,Low,26.6,3.6,42.8
P0715,18,Male,Freelancer,8.5,7.2,19,123,5,45.2,9,10.8,3.9,1.8,6.5,5.7,2.8,8.7,7.8,3.1,1,1.9,1.5,4.8,9.3,8.8,1.8,Educational,6.7,8.9,1.3,8.2,I constantly switch between apps during study time.,0.37,0.95,Stressed,High,91.6,7.6,90.3
P0716,22,Female,Student,10.4,3.9,51,90,4,87.6,9.7,9.9,6.5,8,7,4.9,7,1.5,9.1,0.7,5.2,6.2,1.3,3.8,8.5,6.1,1.7,Memes,5.5,9.7,9.5,3.1,I feel anxious without checking my notifications.,0.58,0.55,Restless,High,93.8,8.3,79.9
P0717,24,Male,Student,1.2,0.3,42,49,3.8,51.6,1.6,1.9,8.1,4.3,3,3.2,2.8,4.3,1.7,8.2,1.4,9.8,8,8.4,2.4,3.8,8.8,Shorts,8.6,2,8.3,2.3,I rarely spend too much time online.,0.46,0.72,Calm,Low,19.2,2.1,25.7
P0718,33,Other,College Student,3.6,3.2,35,99,2.4,117,2.6,3.5,3.9,3.3,3.4,5.6,5,1.3,1.2,9.6,6.6,3.4,8.2,7.2,1.8,7.6,4,Shorts,5.6,2.5,5.2,8.6,I can control my screen usage effectively.,-0.21,0.95,Neutral,Low,23.2,2.4,27.8
P0719,23,Female,Employee,10.1,2.7,30,149,1.8,55.8,9.8,10.8,6.9,6.6,2.9,8.8,6.5,5,7.2,1.8,8.2,8.4,3,4,8.4,5.7,5.7,Lifestyle,8.8,8.6,5,3.8,I feel anxious without checking my notifications.,-0.12,0.18,Restless,High,89.6,7.2,87.9
P0720,31,Female,Creator,8.1,6.6,12,72,2.5,75.7,9.4,10.3,4.4,9.9,7.3,10,7.1,7.4,8.7,1.8,10,5.4,2,5,7.2,3.6,1.9,News,8.8,9.7,2,7.4,I spend hours watching shorts without realizing time.,-0.03,0.5,Stressed,High,90.6,7.2,94
P0721,24,Male,Freelancer,4.8,2.5,43,51,8.6,99.9,4.5,6.5,2.8,5.9,6.3,8,7,3.2,6.1,4.2,4.7,9.2,4.1,6.6,5.7,7.4,2.4,Reels,6,5.8,4.2,1,I use social media for entertainment daily.,0.98,0.57,Excited,Moderate,57.2,6,59.7
P0722,34,Female,Freelancer,10.9,3.5,38,50,9.8,15.5,8.7,8.9,4.9,4.5,7.2,8.4,1.9,4,9.3,1.2,1.5,8.1,0.2,3.5,8.2,3.5,3.3,Reels,2.1,9.6,4.2,3.6,I spend hours watching shorts without realizing time.,0.21,0.3,Stressed,High,89.4,9.7,85.7
P0723,33,Other,Student,8.8,6.4,58,129,2.9,56.1,8.8,10.4,6.1,8.1,6.5,5.5,3.6,9.8,7.1,3.1,2.6,1.9,2.1,4.6,9.4,5.7,7.6,Shorts,8.3,8.7,8.1,2,I feel mentally tired after social media usage.,0.09,0.63,Restless,High,88.8,6.9,89.6
P0724,34,Female,College Student,3.1,1,36,22,3.9,63,1.9,3.3,3.8,9.9,2.6,2.9,4.1,4.1,2.7,8.1,6,5.8,7.8,7.5,1.4,7.3,4.4,News,9,2.9,2.1,6.7,I mainly use YouTube for learning.,-0.86,0.42,Neutral,Low,24.4,2.9,28.8
P0725,34,Male,Student,3.3,2.7,43,19,6.5,49.1,2.3,3.5,6.2,4.2,1.8,5.3,5.8,6,1.3,7.8,1,3.3,8.3,7.3,2.3,1.6,2.2,News,7.8,2,3,4.8,I can control my screen usage effectively.,-0.26,0.02,Neutral,Low,22.8,3.4,34
P0726,20,Other,Student,2.6,0.7,19,42,8.5,58.2,2.6,3.9,1.6,9.3,1.7,2.5,6.1,3.5,1.4,9.3,1.3,9.4,8.1,7.7,1.5,9.7,1.3,News,2.8,2.6,8.4,3.5,I rarely spend too much time online.,0.42,0.26,Neutral,Low,24,3.8,27
P0727,34,Other,Creator,7.1,6.1,60,143,7.6,87.5,5.7,6.9,9.8,8,6.5,8.6,3.1,9.9,4.4,5.6,6.3,6.8,6.3,5.5,4.7,4.6,1.1,Shorts,5.4,5.8,1.3,1.6,I spend a moderate amount of time on social media.,0.69,0.48,Excited,Moderate,55,6.2,69
P0728,33,Other,Student,1.2,0.8,44,143,2.5,27,2.7,3.5,5.6,4.1,7.3,4.1,9.6,3.6,2.5,7.7,5.4,5.4,7.3,8.4,1.9,6.5,6.8,Gaming,9.8,3.5,4.3,7.4,I rarely spend too much time online.,0.42,0.84,Calm,Low,28.2,2.2,32.7
P0729,31,Male,Student,10.8,8.4,43,136,2.9,116.4,9.6,11.5,8.4,3,8.7,6.7,1.6,3.2,7.8,2,8.3,6.2,2.8,3.6,9.6,3.3,2.6,Reels,3.5,8.8,2.2,8.2,I feel mentally tired after social media usage.,0.78,0.9,Anxious,High,94.6,7.8,85.8
P0730,20,Male,Employee,6.5,4,30,11,5.1,24.7,5.4,7.4,5.8,3.4,2,1.3,8.9,5.4,6,3,9.3,7.9,4.3,5.8,4.9,6.4,9.5,Educational,7.6,6.7,8.2,2.6,I use social media for entertainment daily.,-0.41,0.37,Excited,Moderate,60.8,5.8,55.7
P0731,18,Other,Freelancer,3.6,3.3,59,97,4.6,92.3,2.4,4,6.8,2.8,9.7,8.4,1.3,3.2,1.8,7.5,9.1,2.9,8.8,7.2,2.7,8,2.9,Educational,7.4,2.5,8.1,4.3,I can control my screen usage effectively.,-0.28,0.69,Calm,Low,26.8,3.1,37.5
P0732,31,Other,College Student,10.3,5.7,47,52,1.9,119.5,8.8,10.7,8.1,2.3,4.6,4.3,4.6,9.2,8,2.6,9.2,5.9,2.3,3.8,9,4.4,1.2,Shorts,1.4,9,9.3,3.2,I feel anxious without checking my notifications.,-0.08,0.69,Stressed,High,91,7.2,88.5
P0733,26,Other,Student,9.2,7.2,55,148,3.5,98.1,9.7,11.4,8.5,7.1,9.7,2.4,7.9,4.1,7,3.5,7.4,9.6,2.2,4.4,8.6,7.3,2.2,Memes,5.6,8.4,8.2,5.4,I feel mentally tired after social media usage.,0.2,0.55,Restless,High,90.2,7.3,77.4
P0734,31,Female,Student,4,3.6,30,133,2.6,39.2,6,7.8,4.1,2.4,1.1,6.8,6.6,8.9,5.8,3.2,9.3,6.8,3.8,7,6.2,2.6,9,Gaming,8.1,6.3,4.1,9.9,I spend a moderate amount of time on social media.,0.4,0.47,Neutral,Moderate,64.2,4.6,71.7
P0735,18,Female,Student,10.4,4.9,5,12,2.7,73.1,8.5,9.2,7,8.1,9.5,9,8.5,8.7,10,-0.5,4.7,2.9,0,3.8,8,4.1,3.9,Memes,3.2,10.1,10,5.8,I constantly switch between apps during study time.,-0.15,0.22,Stressed,High,91.6,7.9,95.2
P0736,18,Other,Freelancer,1.7,1.1,38,53,2.4,48.1,2.7,3.9,5.5,6.1,4.3,3.5,3.4,1.3,2.7,7.4,2.7,1.5,8.2,8.2,2.4,6.8,9,Memes,5.3,3.3,3.1,3.2,I use social media casually.,0.75,0.92,Neutral,Low,30,2.4,29.7
P0737,35,Other,Employee,8.4,5.8,49,93,5.9,77.2,9.9,11.8,7.8,2.9,5,5,8.2,4.6,7.2,2.3,3.5,3.2,2,4.8,7.5,4.7,9.4,Shorts,9.2,9.1,1.1,1.5,I spend hours watching shorts without realizing time.,-0.59,0.43,Anxious,High,91,7.9,82.7
